label,title,content,summary
0,Book ends at climax=horrible!:<,"I am writing this review based on the words of my 4th grade son. He was really excited to get this book as he thought that it was going to be a great story. His grandparents live in TX and he thought that it would be a lot of fun to read a book that takes place where they live.He breezed through the book and then was SOOOO disappointed at the ending. He said that just as the book was getting more exciting, it just ended. He was really wishing that the author could have solved the mystery of the boy ghost.Hope that our next book is a better one. He said that he would NOT recommend this book to a friend.",
1,Great product!,"I have definitely enjoyed having this product. I would recommend this others. It keeps my drinks nice and warm. It will also heat up cool drink in 10 minutes or so. However, this product is intended to keep drinks warm that are already warm.",
0,Frontin',Who gave this guy a music contract? This song is so terrible and overplayed. Plus the guy can't sing he sounds like he is whining. Stay away from this song!!,
0,What the heck is up with this cover?,"'Herland' is hardly a cracking read, but it's interesting as a feminist-historical text. It's worth reading, but for the love of Mike get a different edition. This cover is utterly hideous and completely at odds with the ethos of the story. Why would a female-only society, where dress is utilitarian and reproduction asexual, tart themselves up in pink eyeshadow and mascara that would make even an overly-flamboyant drag queen quail?",
1,brilliant raggamuffin,"I don't care about all the hype, I dig this record a lot. I play it, then I play it again. it's almost always in my head. I wish I had four more of her records. the performance is very loose and the production is really tight. rollicking, rowdy, catchy as hell. she's got a great spark.",
1,Psychology class,"The book is well written and very interesting. I don't mind reading it unlike other textbooks. Was a little nervous about it not getting it in the mail before my class started, but it did get shipped and delivered right on time.",
0,On the Road Again.,"Ok. Let's talk like ordinary people. If you are someone who has to buy a new TV unless you have one, only because the TV is more modern this is your book. If you've read ""ON THE ROAD"", maybe you'll want read something diferent. This is the same book, the same drama, the same wasted money. Can this book change your life?? Yes, but also a stone at high speed could do it also and in less time. Ally McBeal or a Backstreet boys song have more message than this book.",
0,Sorry,"I wanted to like this book but just couldn't. It was close but too slow, too predicatable and certainly no thriller. Somewhat interesting twist on the ""secret"" but not enough to recommend it as a must read.",
0,Doesn't Fit,"I ordered this DashMat for a specific vehicle, it was not the correct mat. I returned the original one and they sent me an exact duplicate of the wrong mat. I can't seem to get the correct one and therefore it sits in a box!!!!!!",
1,Good product,"I read the reviews for this product and purchased. I am an Ardyss wearer and after that brand this one is a piece of cake. I purchased a small but need an extra small because I can wear it all day comfortably. For me if I don't feel a slight discomfort in the beginning I don't feel it's working. The thing I like the most about it is that's it's strapless and can be worn with almost any type of top. Body hugging tops excluded, of course. I recommend it if you want to go extra sexy for a night on the town.",
0,"Great at War, What About at Home?","Coming on the heels of the terrific movie ""Saving Private Ryan,"" Brokaw's book is sadly repetitive. One would think that World War II was the greatest thing Humanity was capable of. There were alot of interesting anecdotes, but not much of a point; what did the ""greatest generation"" go on to produce? Smug baby boomers. Unfortunately, that's there legacy.",
0,"So bad, its funny.","Pretty bad horror movie that is more funny than scary with a horrible performance by Keanu Reeves, who is becoming one of the worse icons in movie history. Great actors like Rachel Weisz, Djimon Hounsou and Peter Stormare all try to over come the bad material that they have to work with (and also try to make Keanu look good as well, which is a hard thing to do in itself) but with a very bad script, you can only do but so much.1 star.",
